time,d1,d2,d3,x,y,z
2025-04-25 20:56:59,108,133,174,28.65,71.53,114.48
2025-04-25 20:56:59,214,156,111,163.92,178.63,27.55
2025-04-25 20:57:00,173,156,111,87.55,153.17,100.4
2025-04-25 20:57:00,173,156,80,87.55,169.38,69.66
2025-04-25 20:57:01,142,124,192,84.45,68.22,133.41
2025-04-25 20:57:01,142,124,170,84.45,87.56,121.6
2025-04-25 20:57:04,379,337,226,195.8,302.67,193.22
2025-04-25 20:57:04,376,305,331,279.21,148.7,254.49
2025-04-25 20:57:04,376,305,261,279.21,243.79,165.66
2025-04-25 20:57:05,376,310,261,265.15,246.13,184.26
2025-04-25 20:57:05,281,236,102,168.19,260.5,23.91
2025-04-25 20:57:06,267,219,160,169.2,203.69,134.5
2025-04-25 20:57:10,270,187,252,238.8,105.36,147.91
2025-04-25 20:57:11,355,312,234,190.25,255.23,216.54
2025-04-25 20:57:11,355,312,224,190.25,266.02,203.13
2025-04-25 20:57:12,302,257,206,176.06,207.59,190.09
2025-04-25 20:57:12,302,257,238,176.06,173.99,221.25
2025-04-25 20:57:13,398,388,199,95.25,379.84,172.72
2025-04-25 20:57:13,398,388,360,95.25,172.22,380.07
2025-04-25 20:57:14,152,174,55,24.62,173.19,50.24
2025-04-25 20:57:14,354,358,369,47.13,91.01,370.07
2025-04-25 20:57:15,289,186,280,289.6,86.86,101.71
2025-04-25 20:57:15,365,306,340,239.7,123.23,288.76
2025-04-25 20:57:16,365,306,286,239.7,200.4,241.67
2025-04-25 20:57:16,365,376,286,23.29,236.47,315.54
2025-04-25 20:57:16,116,39,217,128.98,19.14,65.68
2025-04-25 20:57:16,116,113,217,63.61,30.04,127.93
2025-04-25 20:57:16,75,113,217,20.73,15.74,101.72
2025-04-25 20:57:16,75,113,179,20.73,51.84,88.92
2025-04-25 20:57:17,115,151,179,11.1,74.28,124.03
2025-04-25 20:57:18,239,210,181,121.5,161.08,177.9
2025-04-25 20:57:19,284,223,302,204.11,65.09,229.56
2025-04-25 20:57:19,422,341,302,337.76,263.04,145.02
2025-04-25 20:57:19,307,255,271,194.77,138.72,237.47
2025-04-25 20:57:20,69,110,163,19.17,62.95,73.96
2025-04-25 20:57:20,69,99,163,31.5,60.9,71.41
2025-04-25 20:57:20,130,82,213,114.4,34.58,106.38
2025-04-25 20:57:21,386,314,365,288,110.81,278.98
2025-04-25 20:57:21,386,372,365,107.72,140.86,376.31
2025-04-25 20:57:21,357,372,365,10.69,108.52,371.32
2025-04-25 20:57:22,132,153,215,29.81,47.99,151.83
2025-04-25 20:57:22,311,194,321,335.44,53.01,30.86
2025-04-25 20:57:23,235,257,287,9.4,58.72,258.24
2025-04-25 20:57:23,412,333,287,324.98,266.83,136.22
2025-04-25 20:57:24,60,97,176,26.55,47.38,71.77
2025-04-25 20:57:24,293,255,343,156.27,24.79,281.59
2025-04-25 20:57:24,293,255,108,156.27,274.97,65.6
2025-04-25 20:57:24,205,189,218,90.27,95.21,194.97
2025-04-25 20:57:25,78,112,207,24.58,26.52,101.77
2025-04-25 20:57:25,335,231,319,331.27,91.92,122.63
2025-04-25 20:57:27,421,433,257,14.3,373.1,252.97
2025-04-25 20:57:27,47,34,188,67.64,25.4,26.62
2025-04-25 20:57:28,286,234,136,185.67,243.01,79.55
2025-04-25 20:57:29,281,300,51,9.25,309.62,27.72
2025-04-25 20:57:29,281,300,175,9.25,235.74,202.64
2025-04-25 20:57:32,361,363,305,53.47,199.12,332.22
2025-04-25 20:57:33,339,228,315,349.99,100.7,59.4
2025-04-25 20:57:34,337,340,204,50.79,281.4,230.06
2025-04-25 20:57:37,81,71,183,68.83,43.01,75.72
2025-04-25 20:57:38,282,180,273,281.85,87.89,100.9
2025-04-25 20:57:39,410,367,236,209.96,344.26,176.06
2025-04-25 20:57:39,421,357,421,283.47,76.09,342.43
2025-04-25 20:57:40,333,350,100,7.37,361.42,33.07
2025-04-25 20:57:41,161,153,73,72.47,165.16,62.87
2025-04-25 20:57:41,161,153,251,72.47,22.76,175.25
2025-04-25 20:57:41,161,70,251,170.34,6.44,86.17
2025-04-25 20:57:42,74,47,196,80.36,26.06,60.65
2025-04-25 20:57:42,182,195,126,36.33,160.21,134
2025-04-25 20:57:44,339,304,290,162.52,166.58,286.35
2025-04-25 20:57:45,229,201,90,117.17,213.56,88.01
2025-04-25 20:57:45,229,201,167,117.17,162.71,163.95
2025-04-25 20:57:45,254,277,167,3.36,209.95,191.22
2025-04-25 20:57:46,254,277,314,3.36,44.27,280.51
2025-04-25 20:57:46,254,221,314,133.56,22.57,249.61
2025-04-25 20:57:46,163,86,164,159.14,96,52.03
2025-04-25 20:57:47,275,261,343,94.77,11.49,289.68
2025-04-25 20:57:47,275,261,198,94.77,193.04,216.29
2025-04-25 20:57:47,275,252,198,116.25,189.46,208.84
2025-04-25 20:57:48,230,227,70,66.46,232.26,96.12
2025-04-25 20:57:49,333,257,284,265.83,148.14,197.88
2025-04-25 20:57:49,117,104,172,75.22,70.81,104.58
2025-04-25 20:57:49,117,104,134,75.22,99.78,77.42
2025-04-25 20:57:50,241,142,261,242.74,59.46,104.8
2025-04-25 20:57:50,256,274,195,15.75,185.65,216.99
2025-04-25 20:57:50,275,274,195,62.54,201.24,220.49
2025-04-25 20:57:50,275,274,257,62.54,135.11,266.19
2025-04-25 20:57:51,411,330,411,330.34,68.28,284.07
2025-04-25 20:57:51,411,328,411,336.32,67.28,277.21
2025-04-25 20:57:51,134,172,88,2.05,150.02,66.23
2025-04-25 20:57:51,134,172,128,2.05,127.02,103.72
2025-04-25 20:57:51,134,113,128,86.86,112.88,81.29
2025-04-25 20:57:53,325,344,203,2.29,272.4,227.63
2025-04-25 20:57:54,252,195,185,180.41,162.64,143.26
2025-04-25 20:57:54,252,195,137,180.41,200.84,81.48
2025-04-25 20:57:55,290,228,198,209.32,193.48,145.44
2025-04-25 20:57:56,169,99,236,155.67,32.48,119.64
2025-04-25 20:57:56,387,329,202,247.53,332.21,47.44
2025-04-25 20:57:56,61,107,127,16.3,86.52,23.03
2025-04-25 20:57:59,212,201,153,81.68,161.96,160.19
2025-04-25 20:58:00,298,243,224,197.73,180.1,189.87
2025-04-25 20:58:00,233,243,224,37.67,126.75,227.34
2025-04-25 20:58:00,419,421,326,52.5,270.55,354.47
2025-04-25 20:58:00,419,421,208,52.5,416.58,159.09
2025-04-25 20:58:01,441,360,417,350.59,110.8,294.37
2025-04-25 20:58:02,306,293,193,95.7,238.98,215.93
2025-04-25 20:58:02,306,293,345,95.7,49.62,318.24
2025-04-25 20:58:02,306,262,345,175.13,36.38,284.43
2025-04-25 20:58:03,431,338,422,381.24,76.91,247.51
2025-04-25 20:58:04,55,56,192,59.29,25.83,55.16
2025-04-25 20:58:04,427,397,224,170.5,395.61,152.55
2025-04-25 20:58:05,213,132,264,196.69,33.5,138.71
2025-04-25 20:58:05,213,132,244,196.69,57.16,130.75
2025-04-25 20:58:06,282,300,244,11.85,167.75,262.8
2025-04-25 20:58:06,282,300,142,11.85,262.52,168.18
2025-04-25 20:58:07,169,164,229,68.19,54.72,178.77
2025-04-25 20:58:08,262,211,324,173.26,11.01,234.78
2025-04-25 20:58:08,183,197,128,34.33,160.12,136.2
2025-04-25 20:58:08,183,197,284,34.33,6.72,210.11
2025-04-25 20:58:09,392,367,207,145.31,353.1,179.68
2025-04-25 20:58:11,442,413,346,170.56,264.51,351.75
2025-04-25 20:58:11,442,413,225,170.56,423.57,119.5
2025-04-25 20:58:11,142,83,202,130.06,51.16,100.25
2025-04-25 20:58:12,142,138,202,65.67,61.89,146.43
2025-04-25 20:58:13,333,337,272,47.83,199.87,299.22
2025-04-25 20:58:14,333,337,104,47.83,352.47,72.42
2025-04-25 20:58:14,333,339,104,41.7,353.49,71.22
2025-04-25 20:58:16,66,98,206,30.13,21.48,88.58
2025-04-25 20:58:16,66,123,206,0.86,26.36,92.31
2025-04-25 20:58:19,261,169,224,247.83,124.04,88.74
2025-04-25 20:58:19,268,275,276,42.41,106.2,275.19
2025-04-25 20:58:19,268,275,206,42.41,185.24,229.55
2025-04-25 20:58:20,396,311,378,331.65,99.33,248.23
2025-04-25 20:58:20,396,398,378,52.88,145.79,396.77
2025-04-25 20:58:22,383,399,354,3.87,170.84,375.99
2025-04-25 20:58:24,168,122,128,127.08,131.82,75.35
2025-04-25 20:58:25,320,336,227,12.27,238.9,255.5
2025-04-25 20:58:25,317,336,227,3.55,235.99,254.37
2025-04-25 20:58:25,317,336,393,3.55,0.82,346.98
2025-04-25 20:58:26,227,131,261,227.2,46.65,110.69
2025-04-25 20:58:27,199,193,144,71.3,157.63,150.04
2025-04-25 20:58:28,251,212,84,144.99,236.6,44.29
2025-04-25 20:58:30,176,144,144,110.67,130.22,115.03
2025-04-25 20:58:31,259,208,177,171.99,179.4,147.5
2025-04-25 20:58:32,165,169,59,53.43,177.14,61.56
2025-04-25 20:58:34,350,311,213,177.16,271.62,198.08
2025-04-25 20:58:34,350,301,213,205.16,266.95,176.19
2025-04-25 20:58:34,251,267,176,21.47,195.85,200.36
2025-04-25 20:58:36,428,384,366,219.87,197,350.16
2025-04-25 20:58:37,241,175,167,190.9,163.67,101.05
2025-04-25 20:58:38,129,107,142,87.13,99.85,87.86
2025-04-25 20:58:38,129,107,181,87.13,68.73,113.87
2025-04-25 20:58:39,414,428,411,7.38,127.63,425.2
2025-04-25 20:58:39,414,429,411,3.56,128.27,425.05
2025-04-25 20:58:40,310,315,135,45.73,299.83,153.67
2025-04-25 20:58:40,310,315,88,45.73,327.54,78.92
2025-04-25 20:58:42,311,247,225,224.8,192.65,169.21
2025-04-25 20:58:43,341,332,365,87.49,70.45,353.59
2025-04-25 20:58:44,112,106,114,66.95,110.98,58
2025-04-25 20:58:44,219,175,226,143.23,92.1,181.67
2025-04-25 20:58:46,333,271,296,231.53,137.85,243.22
2025-04-25 20:58:46,333,271,354,231.53,52.06,274.68
2025-04-25 20:58:46,333,248,354,287.02,42.82,218.07
2025-04-25 20:58:46,238,248,256,37.25,96.35,247.29
2025-04-25 20:58:46,391,308,256,322.49,268.43,34.48
2025-04-25 20:58:46,391,308,382,322.49,85.2,256.87
2025-04-25 20:58:46,391,389,382,67,127.79,395.5
2025-04-25 20:58:47,404,378,389,151.22,124.79,387.19
2025-04-25 20:58:48,32,67,165,36.81,45.99,19.34
2025-04-25 20:58:48,269,276,203,42.35,189.42,227.43
2025-04-25 20:58:48,269,276,250,42.35,139.19,261.21
2025-04-25 20:58:49,269,247,250,112.8,127.45,245.83
2025-04-25 20:58:51,351,264,330,304.69,104.97,203.24
2025-04-25 20:58:52,85,128,198,11.09,40.74,106.97
2025-04-25 20:58:53,326,338,328,23.8,116.39,335.59
2025-04-25 20:58:53,163,169,157,50.2,119.72,142.82
2025-04-25 20:58:53,216,169,157,147.15,152.03,125.5
2025-04-25 20:58:55,208,143,206,171.31,96.76,133.92
2025-04-25 20:58:55,264,281,134,17.15,244.52,162.34
2025-04-25 20:58:57,183,97,245,181.83,29.99,106.8
2025-04-25 20:58:57,183,191,36,45.53,201.19,53.09
2025-04-25 20:58:57,381,327,292,232.8,220.44,257.16
2025-04-25 20:58:58,104,56,146,104,78.88,30.31
2025-04-25 20:58:58,384,320,241,263.73,283.45,146.62
2025-04-25 20:58:58,303,238,241,222.77,164.22,185.18
2025-04-25 20:58:58,303,238,340,222.77,32.02,245.43
2025-04-25 20:58:58,303,300,340,68.29,57.76,320.76
2025-04-25 20:58:59,135,128,134,69.42,112.45,98.8
2025-04-25 20:58:59,183,128,134,145.02,137.65,73.42
2025-04-25 20:59:01,290,248,197,164.65,201.87,185.84
2025-04-25 20:59:01,290,248,234,164.65,164.03,219.97
2025-04-25 20:59:02,408,391,435,120.85,52.4,417.73
2025-04-25 20:59:04,437,385,255,251.1,366.62,143.63
2025-04-25 20:59:06,411,355,280,252.73,286.17,220.71
2025-04-25 20:59:06,352,355,280,50.41,218.73,309.09
2025-04-25 20:59:06,267,202,160,203.27,198.02,87.64
2025-04-25 20:59:07,267,216,160,175.39,202.66,127.97
2025-04-25 20:59:07,263,216,160,165.55,199.38,136.7
2025-04-25 20:59:09,405,360,316,214.69,232.36,298.57
2025-04-25 20:59:10,205,228,298,12.75,12.13,234.34
2025-04-25 20:59:12,267,266,292,62.47,80.68,278.92
2025-04-25 20:59:12,267,266,94,62.47,264.66,119.43
2025-04-25 20:59:13,304,297,137,79.28,284.43,156.12
2025-04-25 20:59:14,146,170,139,22.4,124.63,122.23
2025-04-25 20:59:14,333,257,199,265.83,244.29,37.71
2025-04-25 20:59:14,112,78,174,95.42,62.74,84.4
2025-04-25 20:59:15,270,232,242,148.98,131.87,224.53
2025-04-25 20:59:15,270,232,158,148.98,212.37,150.68
2025-04-25 20:59:16,89,47,158,94.3,63.49,35.19
2025-04-25 20:59:16,89,47,189,94.3,37.2,62.33
2025-04-25 20:59:17,409,374,358,182.94,180.71,355.81
2025-04-25 20:59:18,377,284,320,339.39,156.66,161
2025-04-25 20:59:20,290,268,235,116.65,170.92,244.09
2025-04-25 20:59:20,290,268,165,116.65,238.01,179.29
2025-04-25 20:59:20,189,181,165,74.33,131.64,158.45
2025-04-25 20:59:20,189,181,264,74.33,30.79,203.69
2025-04-25 20:59:20,246,235,279,84.8,68.98,253.43
2025-04-25 20:59:21,182,190,130,45.6,156.03,136.08
2025-04-25 20:59:21,182,190,248,45.6,48.36,201.31
2025-04-25 20:59:21,182,93,248,184.23,25.25,101.81
2025-04-25 20:59:22,266,210,125,185.07,224.97,52.49
2025-04-25 20:59:23,209,229,230,18.5,98.42,217.01
2025-04-25 20:59:23,288,220,298,220.93,73.05,216.74
2025-04-25 20:59:26,226,185,137,140.46,178.35,118.31
2025-04-25 20:59:27,266,236,228,130.25,145.48,222.45
2025-04-25 20:59:27,243,234,317,80.14,14.39,260.58
2025-04-25 20:59:28,381,273,354,381.3,104.5,112.3
2025-04-25 20:59:28,225,225,210,60,128.8,211.74
2025-04-25 20:59:32,189,196,82,47.02,189.28,99.61
2025-04-25 20:59:32,189,196,60,47.02,198.54,79.57
2025-04-25 20:59:34,282,222,159,201,218.21,96.57
2025-04-25 20:59:34,282,257,159,122.4,231.32,169.87
2025-04-25 20:59:34,282,257,327,122.4,40.22,284.16
2025-04-25 20:59:35,371,386,305,8.94,223.04,333.13
2025-04-25 20:59:35,371,386,208,8.94,338.84,214.27
2025-04-25 20:59:35,416,339,412,321.48,77.15,299.36
2025-04-25 20:59:35,416,416,412,60,120.73,425.13
2025-04-25 20:59:38,36,80,200,27.73,17.58,57.25
2025-04-25 20:59:40,181,185,163,52.9,129.67,157.83
2025-04-25 20:59:40,181,185,240,52.9,55.39,196.61
2025-04-25 20:59:41,180,67,263,204.55,2.27,47.5
2025-04-25 20:59:42,301,184,344,325.69,5.9,58.77
2025-04-25 20:59:43,397,301,403,363.2,52.05,218.42
2025-04-25 20:59:43,141,81,137,130.5,104.4,36.21
2025-04-25 20:59:44,141,170,63,15.17,163.7,47.03
2025-04-25 20:59:44,137,170,63,9.54,161.83,40.13
2025-04-25 20:59:44,301,231,330,232.67,42.81,231.51
2025-04-25 20:59:45,366,348,129,118.05,377.69,15.19
2025-04-25 20:59:45,358,348,129,91.92,368.98,77.14
2025-04-25 20:59:46,168,167,48,61.65,182.06,47.52
2025-04-25 20:59:46,250,234,279,96.27,71.7,252.97
2025-04-25 20:59:46,250,234,210,96.27,150.62,215.51
2025-04-25 20:59:47,184,162,60,97.22,185.66,43.29
2025-04-25 20:59:47,159,162,60,55.24,171.67,56.56
2025-04-25 20:59:48,159,162,63,55.24,170.53,59.92
2025-04-25 20:59:49,185,173,274,80.9,13.62,198.73
2025-04-25 20:59:49,246,160,291,226.98,29.53,154.22
2025-04-25 20:59:52,377,394,403,1.14,77.64,399.52
2025-04-25 20:59:53,426,391,417,187.9,108.95,400.95
2025-04-25 20:59:54,414,347,286,289.2,277.8,190.6
2025-04-25 20:59:55,252,254,80,55.28,254.59,107.95
2025-04-25 20:59:56,304,299,248,73.81,182.43,269.86
2025-04-25 20:59:56,304,324,248,2.67,194.29,271.66
2025-04-25 20:59:56,101,88,215,73.49,21.79,106.24
2025-04-25 20:59:57,281,242,139,154.74,239.54,124.08
2025-04-25 20:59:58,281,242,258,154.74,126.25,238.41
2025-04-25 20:59:59,184,137,173,134.61,110.45,124.4
2025-04-25 21:00:00,444,408,222,196.8,426.31,64.86
2025-04-25 21:00:00,444,408,265,196.8,377.31,208.77
2025-04-25 21:00:00,285,252,265,142.09,125.07,251.78
2025-04-25 21:00:01,285,252,177,142.09,217.1,178.61
2025-04-25 21:00:03,205,190,119,88.44,177.39,126.23
2025-04-25 21:00:04,335,277,334,222.4,87.79,275.78
2025-04-25 21:00:04,335,277,164,222.4,285.41,48
2025-04-25 21:00:05,63,45,160,72.6,54.04,21.39
2025-04-25 21:00:05,63,45,216,72.6,3.18,58.04
2025-04-25 21:00:06,399,282,409,421.24,35.04,73.29
2025-04-25 21:00:06,399,395,409,74.23,92.88,412.19
2025-04-25 21:00:06,399,395,157,74.23,421.53,29.06
2025-04-25 21:00:06,347,362,157,11.94,344.59,152.45
2025-04-25 21:00:07,347,362,368,11.94,87.44,366.53
2025-04-25 21:00:07,430,362,368,301.4,183.93,294.84
2025-04-25 21:00:09,335,224,304,346.29,110.76,32.27
2025-04-25 21:00:09,335,341,304,41.6,161.54,324.65
2025-04-25 21:00:09,335,341,276,41.6,198.88,303.22
2025-04-25 21:00:10,290,203,202,260.46,181.12,41.88
2025-04-25 21:00:10,203,203,202,60,114.3,193.97
2025-04-25 21:00:12,77,111,202,24.87,30.91,99.37
2025-04-25 21:00:13,431,336,321,387.35,244.86,50.22
2025-04-25 21:00:13,408,336,276,301.2,277.73,154.88
2025-04-25 21:00:18,75,70,208,64.27,17.58,81.15
2025-04-25 21:00:18,435,369,279,297.6,325.28,147.82
2025-04-25 21:00:19,131,143,143,43.3,107.77,111.5
2025-04-25 21:00:20,399,341,337,253.33,183.93,293.32
2025-04-25 21:00:20,261,282,112,7.24,256.54,137.18
2025-04-25 21:00:21,190,158,136,114.4,147.69,116.19
2025-04-25 21:00:21,190,158,246,114.4,46.4,182.1
2025-04-25 21:00:21,219,158,246,171.07,65.29,168.74
2025-04-25 21:00:23,306,299,175,79.4,257.75,200.39
2025-04-25 21:00:27,83,88,127,55.19,89.39,41.64
2025-04-25 21:00:28,175,207,104,1.07,173.3,109.5
2025-04-25 21:00:29,341,353,289,22.3,194.37,315.22
2025-04-25 21:00:29,320,279,233,172.58,205.68,224.53
2025-04-25 21:00:30,196,211,129,30.81,171.94,143.4
2025-04-25 21:00:30,242,211,129,126.26,203.75,128.55
2025-04-25 21:00:30,242,211,72,126.26,234.75,54.18
2025-04-25 21:00:31,316,274,367,173.75,15.43,298.81
2025-04-25 21:00:31,316,274,213,173.75,220.76,201.97
2025-04-25 21:00:31,128,129,213,58.68,42.54,140.4
2025-04-25 21:00:32,128,129,205,58.68,50.51,137.73
2025-04-25 21:00:32,111,104,151,68.02,85.16,89.45
2025-04-25 21:00:33,170,142,250,103.4,26.1,169.2
2025-04-25 21:00:33,170,142,193,103.4,85.83,148.13
2025-04-25 21:00:34,450,442,230,91.73,447.21,148.28
2025-04-25 21:00:35,208,93,270,232.98,15.01,46.25
2025-04-25 21:00:36,173,145,165,104.1,112.62,133
2025-04-25 21:00:37,283,189,307,268.37,46.11,154.35
2025-04-25 21:00:37,283,279,340,70.37,30.5,303.46
2025-04-25 21:00:44,330,336,177,41.85,297.09,198.96
2025-04-25 21:00:44,330,336,340,41.85,101.15,342.95
2025-04-25 21:00:44,330,310,340,118.33,88.4,328.3
2025-04-25 21:00:44,39,88,213,21.82,6.6,65.13
2025-04-25 21:00:44,122,88,213,98.25,32.07,111.46
2025-04-25 21:00:45,326,312,172,100.72,285.57,187.19
2025-04-25 21:00:45,258,162,305,252,20.33,137.94
2025-04-25 21:00:46,259,257,106,64.8,248,133.48
2025-04-25 21:00:46,366,257,325,370.2,125.78,62.85
2025-04-25 21:00:48,321,334,233,21.27,232.35,262.22
2025-04-25 21:00:48,321,334,284,21.27,171.05,305.76
2025-04-25 21:00:49,262,201,284,192.93,63.4,209.82
2025-04-25 21:00:49,262,201,260,192.93,93.6,198.19
2025-04-25 21:00:49,262,269,260,42.76,118.63,263.37
2025-04-25 21:00:49,300,269,260,141.25,151.46,256.92
2025-04-25 21:00:50,68,50,175,73.35,43.56,48.23
2025-04-25 21:00:50,286,229,175,196.56,211.05,129.13
2025-04-25 21:00:50,286,229,191,196.56,196.85,149.89
2025-04-25 21:00:51,350,336,342,103.52,118.61,345.85
2025-04-25 21:00:51,350,336,318,103.52,154.61,331.33
2025-04-25 21:00:51,350,330,318,121.67,151.59,326.52
2025-04-25 21:00:51,384,330,318,234.15,189.08,284.28
2025-04-25 21:00:51,384,330,241,234.15,288.38,182.77
2025-04-25 21:00:52,319,236,283,272.69,127.54,176.57
2025-04-25 21:00:55,225,154,229,189.87,87.4,146.06
2025-04-25 21:00:56,409,310,344,381.34,169.87,135.82
2025-04-25 21:00:56,409,310,346,381.34,166.75,139.64
2025-04-25 21:00:58,389,387,344,66.97,186.52,369.17
2025-04-25 21:00:58,112,36,201,125.87,33.2,56.74
2025-04-25 21:00:59,290,256,239,145.85,161.61,234.54
2025-04-25 21:01:00,290,256,177,145.85,223.09,177.08
2025-04-25 21:01:00,318,256,177,223.78,249.07,94.82
2025-04-25 21:01:00,110,137,237,25.46,11.4,137.19
2025-04-25 21:01:00,253,224,59,124.89,252.87,23.44
2025-04-25 21:01:03,331,281,368,200,31.49,298.88
2025-04-25 21:01:04,252,272,157,11.33,214.27,182.99
2025-04-25 21:01:04,252,272,31,11.33,279.37,36.73
2025-04-25 21:01:05,255,273,213,15.9,166.88,230.48
2025-04-25 21:01:05,263,273,213,35.17,173.31,233.62
2025-04-25 21:01:06,328,293,177,159.31,274.52,165.6
2025-04-25 21:01:10,349,289,299,234.5,158,252.36
2025-04-25 21:01:11,236,235,80,62.21,235.16,107.63
2025-04-25 21:01:12,215,180,201,126.35,116.16,174.83
2025-04-25 21:01:13,53,31,192,73.2,22.81,31.79
2025-04-25 21:01:15,368,261,366,367.18,65.45,138.93
2025-04-25 21:01:16,307,261,270,180.37,142.37,246.51
2025-04-25 21:01:16,303,303,117,60,299.33,133
2025-04-25 21:01:17,303,303,245,60,186.8,269.06
2025-04-25 21:01:19,343,272,295,259.69,149.85,221.89
2025-04-25 21:01:19,343,272,196,259.69,263.5,47.55
2025-04-25 21:01:20,410,345,251,280.73,315.38,123.81
2025-04-25 21:01:20,410,345,440,280.73,19.67,338.24
2025-04-25 21:01:21,178,197,68,25.56,189.2,82.55
2025-04-25 21:01:21,245,177,293,196.57,30.77,189.84
2025-04-25 21:01:22,300,239,252,212.25,149.16,203.97
2025-04-25 21:01:22,300,239,194,212.25,210.3,140.09
2025-04-25 21:01:22,304,239,194,223.31,213.99,126.08
2025-04-25 21:01:22,304,288,194,103.47,233.96,214.74
2025-04-25 21:01:23,42,86,154,25.53,59.34,31.78
2025-04-25 21:01:23,149,86,154,137.44,96.65,61.74
2025-04-25 21:01:24,192,193,38,58.15,206.68,56.43
2025-04-25 21:01:24,210,193,38,92.8,218.23,36.92
2025-04-25 21:01:25,86,82,152,63.8,71.72,65.12
2025-04-25 21:01:25,225,180,152,147.19,165.26,126.69
2025-04-25 21:01:26,225,180,266,147.19,51.74,201.7
2025-04-25 21:01:26,285,180,266,289.69,99.24,73.88
2025-04-25 21:01:26,289,257,110,140.8,271.04,92.07
2025-04-25 21:01:27,46,31,196,68.56,17.53,27.71
2025-04-25 21:01:27,62,31,196,79.76,21.26,40.62
2025-04-25 21:01:28,361,277,375,304.3,49.4,240.5
2025-04-25 21:01:28,349,277,375,265.8,36.57,267.68
2025-04-25 21:01:28,212,222,138,39.42,179.97,156.91
2025-04-25 21:01:29,98,123,119,30.73,106.09,64.68
2025-04-25 21:01:29,98,123,225,30.73,16.88,123.11
2025-04-25 21:01:32,363,360,315,69.79,185.5,339.36
2025-04-25 21:01:32,363,360,406,69.79,37.44,384.94
2025-04-25 21:01:33,328,226,298,320.95,112.72,111.58
2025-04-25 21:01:33,328,226,302,320.95,107.22,116.87
2025-04-25 21:01:34,217,157,219,168.5,93.18,154.7
2025-04-25 21:01:36,357,266,292,318.97,166.18,142.86
2025-04-25 21:01:38,296,258,97,157.22,284.94,19.23
2025-04-25 21:01:38,296,258,305,157.22,84.74,272.72
2025-04-25 21:01:39,232,227,183,70.81,160.02,194.99
2025-04-25 21:01:39,319,209,312,329.5,78.49,84.08
2025-04-25 21:01:40,335,256,312,274.29,111.5,213.45
2025-04-25 21:01:40,335,283,312,206.9,122.73,274.51
2025-04-25 21:01:40,292,283,312,83.81,81.7,299.97
2025-04-25 21:01:40,292,283,311,83.81,83.12,299.58
2025-04-25 21:01:41,441,418,204,148.07,446.75,18.21
2025-04-25 21:01:41,205,215,75,40,208.75,100.24
2025-04-25 21:01:41,205,215,33,40,223.45,60.79
2025-04-25 21:01:41,205,223,33,23.4,226.22,59.19
2025-04-25 21:01:41,193,223,33,0.5,218.58,44.16
2025-04-25 21:01:42,193,223,32,0.5,218.84,42.85
2025-04-25 21:01:43,65,71,162,55.1,56.15,53.25
2025-04-25 21:01:44,429,420,305,94.09,312.77,322.5
2025-04-25 21:01:44,429,420,218,94.09,418.44,163.52
2025-04-25 21:01:44,417,420,218,48.79,403.34,186.41
2025-04-25 21:01:44,376,306,352,276.42,116.66,273.53
2025-04-25 21:01:45,287,169,336,313.7,1.33,45.6
2025-04-25 21:01:46,120,160,250,3.33,6.32,149.83
2025-04-25 21:01:46,120,160,195,3.33,64.18,135.53
2025-04-25 21:01:46,203,160,195,135.79,108.34,155.29
2025-04-25 21:01:47,445,390,373,265.1,210.85,333
2025-04-25 21:01:47,445,381,373,296.27,205.66,309.12
2025-04-25 21:01:49,446,421,247,156.56,409.42,185.58
2025-04-25 21:01:50,362,371,350,30.26,137.59,365.81
2025-04-25 21:01:50,212,158,105,156.75,181.25,33.8
2025-04-25 21:01:50,123,152,100,19.52,133.64,71.89
2025-04-25 21:01:51,244,168,285,209.47,38.11,172.47
2025-04-25 21:01:52,107,34,231,121.14,0.33,63.99
2025-04-25 21:01:52,287,223,327,212,31.83,233.52
2025-04-25 21:01:55,173,184,70,40.89,181.54,81.13
2025-04-25 21:01:55,172,184,185,39.2,105.51,167.74
2025-04-25 21:01:59,263,259,92,69.7,259.56,116.7
2025-04-25 21:01:59,429,396,250,181.69,368.64,204.39
2025-04-25 21:01:59,429,396,401,181.69,144.97,395.8
2025-04-25 21:02:00,244,162,226,219.22,106.67,125.06
2025-04-25 21:02:01,292,289,64,68.01,309.6,56.63
2025-04-25 21:02:01,292,289,238,68.01,178.37,259.31
2025-04-25 21:02:01,283,245,208,153.1,183.91,201.76
2025-04-25 21:02:02,291,245,208,174.23,190.95,190.32
2025-04-25 21:02:04,157,165,204,47.27,74.23,165
2025-04-25 21:02:04,376,317,204,245.11,311.81,86.76
2025-04-25 21:02:04,376,317,290,245.11,212.56,244.08
2025-04-25 21:02:07,73,65,173,66.6,48.48,61.83
2025-04-25 21:02:08,276,257,328,106.95,33.58,284.73
2025-04-25 21:02:09,421,406,213,115.44,404.83,161.83
2025-04-25 21:02:09,421,406,430,115.44,87.01,427.2
2025-04-25 21:02:10,119,121,212,57.5,37.99,132.1
2025-04-25 21:02:12,412,341,432,300.51,35.58,322.16
2025-04-25 21:02:12,412,391,432,135.51,63.08,415.96
2025-04-25 21:02:12,412,391,395,135.51,131.45,399.65
2025-04-25 21:02:13,156,90,229,144.15,31.63,113.21
2025-04-25 21:02:15,176,191,161,33.31,130.19,156.13
